label,pc_agi_ventile,TAX_YR,adjusted25,adjusted_median,adjusted75,age,units
Labor+SS+Retire income,12.0,2004,37.0,44.300000000000004,49.0,59,thousands of dollars
Labor+SS+Retire income,13.0,2004,40.5,48.1,53.2,59,thousands of dollars
Labor+SS+Retire income,14.0,2004,44.300000000000004,52.5,57.9,59,thousands of dollars
Labor+SS+Retire income,15.0,2004,48.0,57.5,64.0,59,thousands of dollars
Labor+SS+Retire income,16.0,2004,53.300000000000004,63.9,71.0,59,thousands of dollars
Labor+SS+Retire income,17.0,2004,58.800000000000004,71.60000000000001,80.2,59,thousands of dollars
Labor+SS+Retire income,18.0,2004,65.9,82.5,94.2,59,thousands of dollars
Labor+SS+Retire income,19.0,2004,73.3,101.0,120.4,59,thousands of dollars
Labor+SS+Retire income,20.0,2004,89.0,149.6,226.6,59,thousands of dollars
Labor+SS+Retire income,1.0,2005,3.59,6.140000000000001,11.0,60,thousands of dollars
Labor+SS+Retire income,2.0,2005,7.58,10.0,13.3,60,thousands of dollars
Labor+SS+Retire income,3.0,2005,10.8,14.0,17.900000000000002,60,thousands of dollars
Labor+SS+Retire income,4.0,2005,14.0,17.8,21.900000000000002,60,thousands of dollars
Labor+SS+Retire income,5.0,2005,17.0,21.2,25.2,60,thousands of dollars
Labor+SS+Retire income,6.0,2005,19.6,24.400000000000002,28.7,60,thousands of dollars
Labor+SS+Retire income,7.0,2005,22.0,27.400000000000002,32.0,60,thousands of dollars
Labor+SS+Retire income,8.0,2005,24.6,30.400000000000002,35.2,60,thousands of dollars
Labor+SS+Retire income,9.0,2005,27.400000000000002,33.6,38.7,60,thousands of dollars
Labor+SS+Retire income,10.0,2005,29.6,36.5,41.4,60,thousands of dollars
Labor+SS+Retire income,11.0,2005,32.1,39.7,45.7,60,thousands of dollars
Labor+SS+Retire income,12.0,2005,35.300000000000004,43.300000000000004,49.300000000000004,60,thousands of dollars
Labor+SS+Retire income,13.0,2005,37.9,46.9,53.5,60,thousands of dollars
Labor+SS+Retire income,14.0,2005,41.5,51.300000000000004,58.4,60,thousands of dollars
Labor+SS+Retire income,15.0,2005,45.0,55.9,64.4,60,thousands of dollars
Labor+SS+Retire income,16.0,2005,49.7,62.1,71.2,60,thousands of dollars
Labor+SS+Retire income,17.0,2005,53.4,69.0,80.2,60,thousands of dollars
Labor+SS+Retire income,18.0,2005,58.7,78.60000000000001,93.0,60,thousands of dollars
Labor+SS+Retire income,19.0,2005,65.9,95.7,118.10000000000001,60,thousands of dollars
Labor+SS+Retire income,20.0,2005,76.4,139.1,221.0,60,thousands of dollars
Labor+SS+Retire income,1.0,2006,4.11,6.890000000000001,13.0,61,thousands of dollars
Labor+SS+Retire income,2.0,2006,7.8500000000000005,10.3,14.3,61,thousands of dollars
Labor+SS+Retire income,3.0,2006,10.8,14.200000000000001,18.900000000000002,61,thousands of dollars
Labor+SS+Retire income,4.0,2006,14.1,18.0,22.8,61,thousands of dollars
Labor+SS+Retire income,5.0,2006,16.8,21.3,26.3,61,thousands of dollars
Labor+SS+Retire income,6.0,2006,19.1,24.2,29.2,61,thousands of dollars
Labor+SS+Retire income,7.0,2006,21.6,27.2,32.4,61,thousands of dollars
Labor+SS+Retire income,8.0,2006,24.2,30.400000000000002,35.800000000000004,61,thousands of dollars
Labor+SS+Retire income,9.0,2006,26.400000000000002,33.1,38.800000000000004,61,thousands of dollars
Labor+SS+Retire income,10.0,2006,28.8,36.1,42.300000000000004,61,thousands of dollars
Labor+SS+Retire income,11.0,2006,31.3,39.2,45.9,61,thousands of dollars
Labor+SS+Retire income,12.0,2006,33.7,42.5,49.5,61,thousands of dollars
Labor+SS+Retire income,13.0,2006,36.4,46.0,53.7,61,thousands of dollars
Labor+SS+Retire income,14.0,2006,39.4,49.9,58.300000000000004,61,thousands of dollars
Labor+SS+Retire income,15.0,2006,42.5,54.800000000000004,64.4,61,thousands of dollars
Labor+SS+Retire income,16.0,2006,47.2,60.7,71.7,61,thousands of dollars
Labor+SS+Retire income,17.0,2006,50.7,67.2,79.9,61,thousands of dollars
Labor+SS+Retire income,18.0,2006,54.9,76.5,93.0,61,thousands of dollars
Labor+SS+Retire income,19.0,2006,60.4,92.10000000000001,117.10000000000001,61,thousands of dollars
Labor+SS+Retire income,20.0,2006,68.3,130.9,213.8,61,thousands of dollars
Labor+SS+Retire income,1.0,2007,4.49,7.83,13.200000000000001,62,thousands of dollars
Labor+SS+Retire income,2.0,2007,7.95,10.700000000000001,15.5,62,thousands of dollars
Labor+SS+Retire income,3.0,2007,10.9,14.5,19.7,62,thousands of dollars
Labor+SS+Retire income,4.0,2007,13.700000000000001,18.3,23.5,62,thousands of dollars
Labor+SS+Retire income,5.0,2007,16.4,21.3,26.6,62,thousands of dollars
Labor+SS+Retire income,6.0,2007,18.6,24.2,30.0,62,thousands of dollars
Labor+SS+Retire income,7.0,2007,21.1,27.3,32.9,62,thousands of dollars
Labor+SS+Retire income,8.0,2007,23.5,30.1,36.5,62,thousands of dollars
Labor+SS+Retire income,9.0,2007,25.6,32.8,39.4,62,thousands of dollars
Labor+SS+Retire income,10.0,2007,27.7,35.5,42.5,62,thousands of dollars
Labor+SS+Retire income,11.0,2007,30.400000000000002,38.6,46.300000000000004,62,thousands of dollars
Labor+SS+Retire income,12.0,2007,32.6,41.800000000000004,50.2,62,thousands of dollars
Labor+SS+Retire income,13.0,2007,35.1,45.2,54.0,62,thousands of dollars
Labor+SS+Retire income,14.0,2007,37.800000000000004,49.300000000000004,58.4,62,thousands of dollars
Labor+SS+Retire income,15.0,2007,41.1,53.6,64.6,62,thousands of dollars
Labor+SS+Retire income,16.0,2007,45.6,59.4,71.60000000000001,62,thousands of dollars
Labor+SS+Retire income,17.0,2007,48.300000000000004,65.8,79.60000000000001,62,thousands of dollars
Labor+SS+Retire income,18.0,2007,52.5,74.0,92.9,62,thousands of dollars
Labor+SS+Retire income,19.0,2007,56.0,88.10000000000001,116.5,62,thousands of dollars
Labor+SS+Retire income,20.0,2007,60.7,123.2,205.4,62,thousands of dollars
Labor+SS+Retire income,1.0,2008,5.21,8.32,14.200000000000001,63,thousands of dollars
Labor+SS+Retire income,2.0,2008,8.26,11.0,15.9,63,thousands of dollars
Labor+SS+Retire income,3.0,2008,11.200000000000001,14.8,20.7,63,thousands of dollars
Labor+SS+Retire income,4.0,2008,13.700000000000001,18.400000000000002,23.8,63,thousands of dollars
Labor+SS+Retire income,5.0,2008,16.4,21.6,27.5,63,thousands of dollars
Labor+SS+Retire income,6.0,2008,18.6,24.2,30.2,63,thousands of dollars
Labor+SS+Retire income,7.0,2008,21.0,26.900000000000002,33.2,63,thousands of dollars
Labor+SS+Retire income,8.0,2008,23.0,29.8,36.6,63,thousands of dollars
Labor+SS+Retire income,9.0,2008,25.0,32.2,39.0,63,thousands of dollars
Labor+SS+Retire income,10.0,2008,26.900000000000002,34.6,42.1,63,thousands of dollars
Labor+SS+Retire income,11.0,2008,29.400000000000002,37.9,45.9,63,thousands of dollars
Labor+SS+Retire income,12.0,2008,31.6,40.6,49.6,63,thousands of dollars
Labor+SS+Retire income,13.0,2008,33.5,43.5,52.9,63,thousands of dollars
Labor+SS+Retire income,14.0,2008,36.6,47.6,57.9,63,thousands of dollars
Labor+SS+Retire income,15.0,2008,39.5,51.4,63.300000000000004,63,thousands of dollars
Labor+SS+Retire income,16.0,2008,43.2,57.1,70.5,63,thousands of dollars
Labor+SS+Retire income,17.0,2008,46.4,62.800000000000004,78.4,63,thousands of dollars
Labor+SS+Retire income,18.0,2008,49.6,70.4,89.9,63,thousands of dollars
Labor+SS+Retire income,19.0,2008,52.2,83.10000000000001,112.0,63,thousands of dollars
Labor+SS+Retire income,20.0,2008,52.4,108.7,185.1,63,thousands of dollars
Labor+SS+Retire income,1.0,2009,5.76,9.14,14.8,64,thousands of dollars
Labor+SS+Retire income,2.0,2009,8.71,11.5,16.6,64,thousands of dollars
Labor+SS+Retire income,3.0,2009,11.6,15.200000000000001,20.900000000000002,64,thousands of dollars
Labor+SS+Retire income,4.0,2009,13.700000000000001,18.8,24.400000000000002,64,thousands of dollars
Labor+SS+Retire income,5.0,2009,16.3,21.900000000000002,27.7,64,thousands of dollars
Labor+SS+Retire income,6.0,2009,18.400000000000002,24.2,30.400000000000002,64,thousands of dollars
Labor+SS+Retire income,7.0,2009,20.8,27.0,33.6,64,thousands of dollars
Labor+SS+Retire income,8.0,2009,22.7,29.6,36.7,64,thousands of dollars
Labor+SS+Retire income,9.0,2009,24.6,31.8,39.2,64,thousands of dollars
Labor+SS+Retire income,10.0,2009,26.5,34.6,42.4,64,thousands of dollars
Labor+SS+Retire income,11.0,2009,28.7,37.4,45.9,64,thousands of dollars
Labor+SS+Retire income,12.0,2009,30.6,39.7,49.4,64,thousands of dollars
Labor+SS+Retire income,13.0,2009,32.7,42.6,52.800000000000004,64,thousands of dollars
Labor+SS+Retire income,14.0,2009,35.800000000000004,46.6,58.0,64,thousands of dollars
Labor+SS+Retire income,15.0,2009,37.9,50.6,63.1,64,thousands of dollars
Labor+SS+Retire income,16.0,2009,41.1,55.5,69.60000000000001,64,thousands of dollars
Labor+SS+Retire income,17.0,2009,44.7,61.4,78.3,64,thousands of dollars
Labor+SS+Retire income,18.0,2009,47.800000000000004,68.2,88.4,64,thousands of dollars
Labor+SS+Retire income,19.0,2009,48.6,78.2,109.7,64,thousands of dollars
Labor+SS+Retire income,20.0,2009,46.6,98.2,171.6,64,thousands of dollars
Labor+SS+Retire income,1.0,2010,5.87,9.41,15.3,65,thousands of dollars
Labor+SS+Retire income,2.0,2010,8.63,11.5,16.7,65,thousands of dollars
Labor+SS+Retire income,3.0,2010,11.5,15.3,21.3,65,thousands of dollars
Labor+SS+Retire income,4.0,2010,13.5,18.6,24.6,65,thousands of dollars
Labor+SS+Retire income,5.0,2010,15.9,21.900000000000002,28.0,65,thousands of dollars
Labor+SS+Retire income,6.0,2010,18.0,24.2,30.7,65,thousands of dollars
Labor+SS+Retire income,7.0,2010,20.2,26.6,33.4,65,thousands of dollars
Labor+SS+Retire income,8.0,2010,22.3,29.3,36.7,65,thousands of dollars
Labor+SS+Retire income,9.0,2010,24.2,31.400000000000002,39.300000000000004,65,thousands of dollars
Labor+SS+Retire income,10.0,2010,25.8,33.9,42.2,65,thousands of dollars
Labor+SS+Retire income,11.0,2010,28.0,36.5,45.6,65,thousands of dollars
Labor+SS+Retire income,12.0,2010,30.3,39.5,49.1,65,thousands of dollars
Labor+SS+Retire income,13.0,2010,31.7,41.5,52.4,65,thousands of dollars
Labor+SS+Retire income,14.0,2010,35.300000000000004,45.7,57.7,65,thousands of dollars
Labor+SS+Retire income,15.0,2010,36.7,49.300000000000004,62.1,65,thousands of dollars
Labor+SS+Retire income,16.0,2010,40.300000000000004,54.1,68.8,65,thousands of dollars
Labor+SS+Retire income,17.0,2010,43.4,60.0,77.3,65,thousands of dollars
Labor+SS+Retire income,18.0,2010,45.800000000000004,66.2,87.8,65,thousands of dollars
Labor+SS+Retire income,19.0,2010,47.0,75.2,107.4,65,thousands of dollars
Labor+SS+Retire income,20.0,2010,45.1,94.5,170.4,65,thousands of dollars
Labor+SS+Retire income,1.0,2011,6.01,9.52,15.4,66,thousands of dollars
Labor+SS+Retire income,2.0,2011,8.43,11.4,17.0,66,thousands of dollars
Labor+SS+Retire income,3.0,2011,11.1,15.0,21.0,66,thousands of dollars
Labor+SS+Retire income,4.0,2011,13.1,18.400000000000002,24.900000000000002,66,thousands of dollars
Labor+SS+Retire income,5.0,2011,15.3,21.5,28.6,66,thousands of dollars
Labor+SS+Retire income,6.0,2011,17.1,23.7,31.400000000000002,66,thousands of dollars
Labor+SS+Retire income,7.0,2011,19.3,26.3,34.1,66,thousands of dollars
Labor+SS+Retire income,8.0,2011,21.5,28.8,37.2,66,thousands of dollars
Labor+SS+Retire income,9.0,2011,23.1,30.8,39.9,66,thousands of dollars
Labor+SS+Retire income,10.0,2011,24.900000000000002,33.4,43.0,66,thousands of dollars
Labor+SS+Retire income,11.0,2011,26.7,35.9,46.4,66,thousands of dollars
Labor+SS+Retire income,12.0,2011,29.1,38.4,49.300000000000004,66,thousands of dollars
Labor+SS+Retire income,13.0,2011,30.900000000000002,41.0,52.800000000000004,66,thousands of dollars
Labor+SS+Retire income,14.0,2011,33.7,44.7,57.4,66,thousands of dollars
Labor+SS+Retire income,15.0,2011,35.9,48.0,61.9,66,thousands of dollars
Labor+SS+Retire income,16.0,2011,38.800000000000004,52.5,67.9,66,thousands of dollars
Labor+SS+Retire income,17.0,2011,42.0,58.0,75.7,66,thousands of dollars
Labor+SS+Retire income,18.0,2011,44.800000000000004,64.5,86.60000000000001,66,thousands of dollars
Labor+SS+Retire income,19.0,2011,45.4,72.9,104.0,66,thousands of dollars
Labor+SS+Retire income,20.0,2011,41.6,87.2,159.6,66,thousands of dollars
Labor+SS+Retire income,1.0,2012,6.05,9.74,15.6,67,thousands of dollars
Labor+SS+Retire income,2.0,2012,8.6,11.5,16.9,67,thousands of dollars
Labor+SS+Retire income,3.0,2012,11.1,15.0,21.400000000000002,67,thousands of dollars
Labor+SS+Retire income,4.0,2012,13.0,18.5,25.2,67,thousands of dollars
Labor+SS+Retire income,5.0,2012,15.1,21.2,28.400000000000002,67,thousands of dollars
Labor+SS+Retire income,6.0,2012,17.0,23.400000000000002,31.3,67,thousands of dollars
Labor+SS+Retire income,7.0,2012,19.3,26.1,34.4,67,thousands of dollars
Labor+SS+Retire income,8.0,2012,21.0,28.400000000000002,37.7,67,thousands of dollars
Labor+SS+Retire income,9.0,2012,22.900000000000002,30.2,40.0,67,thousands of dollars
Labor+SS+Retire income,10.0,2012,24.400000000000002,32.8,42.800000000000004,67,thousands of dollars
Labor+SS+Retire income,11.0,2012,26.2,35.300000000000004,46.300000000000004,67,thousands of dollars
Labor+SS+Retire income,12.0,2012,28.5,38.0,49.5,67,thousands of dollars
Labor+SS+Retire income,13.0,2012,30.2,40.300000000000004,52.5,67,thousands of dollars
Labor+SS+Retire income,14.0,2012,33.2,43.9,57.2,67,thousands of dollars
Labor+SS+Retire income,15.0,2012,35.1,47.300000000000004,61.800000000000004,67,thousands of dollars
Labor+SS+Retire income,16.0,2012,38.2,51.7,68.1,67,thousands of dollars
Labor+SS+Retire income,17.0,2012,41.300000000000004,56.800000000000004,75.2,67,thousands of dollars
Labor+SS+Retire income,18.0,2012,44.7,63.9,86.10000000000001,67,thousands of dollars
Labor+SS+Retire income,19.0,2012,45.0,70.8,103.2,67,thousands of dollars
Labor+SS+Retire income,20.0,2012,42.5,85.7,159.9,67,thousands of dollars
Labor+SS+Retire income,1.0,2013,6.1000000000000005,9.67,15.5,68,thousands of dollars
Labor+SS+Retire income,2.0,2013,8.57,11.4,16.7,68,thousands of dollars
Labor+SS+Retire income,3.0,2013,10.9,14.9,21.1,68,thousands of dollars
Labor+SS+Retire income,4.0,2013,12.8,18.1,24.7,68,thousands of dollars
Labor+SS+Retire income,5.0,2013,14.700000000000001,20.7,27.900000000000002,68,thousands of dollars
Labor+SS+Retire income,6.0,2013,16.6,22.900000000000002,30.7,68,thousands of dollars
Labor+SS+Retire income,7.0,2013,18.5,25.400000000000002,33.6,68,thousands of dollars
Labor+SS+Retire income,8.0,2013,20.400000000000002,27.7,36.5,68,thousands of dollars
Labor+SS+Retire income,9.0,2013,22.2,29.400000000000002,38.6,68,thousands of dollars
Labor+SS+Retire income,10.0,2013,23.900000000000002,32.0,41.6,68,thousands of dollars
Labor+SS+Retire income,11.0,2013,25.5,34.300000000000004,44.9,68,thousands of dollars
Labor+SS+Retire income,12.0,2013,27.900000000000002,36.800000000000004,48.1,68,thousands of dollars
Labor+SS+Retire income,13.0,2013,29.3,39.0,50.9,68,thousands of dollars
Labor+SS+Retire income,14.0,2013,32.3,42.7,55.4,68,thousands of dollars
Labor+SS+Retire income,15.0,2013,34.2,45.4,59.1,68,thousands of dollars
Labor+SS+Retire income,16.0,2013,37.1,49.9,66.0,68,thousands of dollars
Labor+SS+Retire income,17.0,2013,39.9,55.300000000000004,72.7,68,thousands of dollars
Labor+SS+Retire income,18.0,2013,43.800000000000004,62.4,83.3,68,thousands of dollars
Labor+SS+Retire income,19.0,2013,43.300000000000004,68.8,99.3,68,thousands of dollars
Labor+SS+Retire income,20.0,2013,40.0,79.7,145.3,68,thousands of dollars
Labor+SS+Retire income,1.0,2014,6.15,9.74,15.6,69,thousands of dollars
Labor+SS+Retire income,2.0,2014,8.49,11.4,16.6,69,thousands of dollars
Labor+SS+Retire income,3.0,2014,10.8,14.700000000000001,21.0,69,thousands of dollars
Labor+SS+Retire income,4.0,2014,12.5,17.8,24.400000000000002,69,thousands of dollars
Labor+SS+Retire income,5.0,2014,14.4,20.400000000000002,27.400000000000002,69,thousands of dollars
Labor+SS+Retire income,6.0,2014,16.3,22.400000000000002,30.2,69,thousands of dollars
Labor+SS+Retire income,7.0,2014,18.0,24.8,33.2,69,thousands of dollars
Labor+SS+Retire income,8.0,2014,20.2,27.2,36.0,69,thousands of dollars
Labor+SS+Retire income,9.0,2014,21.5,29.0,38.2,69,thousands of dollars
Labor+SS+Retire income,10.0,2014,23.3,31.2,40.6,69,thousands of dollars
Labor+SS+Retire income,11.0,2014,25.0,33.6,44.0,69,thousands of dollars
Labor+SS+Retire income,12.0,2014,27.1,36.1,47.1,69,thousands of dollars
Labor+SS+Retire income,13.0,2014,28.900000000000002,38.2,50.0,69,thousands of dollars
Labor+SS+Retire income,14.0,2014,31.5,41.800000000000004,54.300000000000004,69,thousands of dollars
Labor+SS+Retire income,15.0,2014,33.2,44.300000000000004,58.0,69,thousands of dollars
Labor+SS+Retire income,16.0,2014,35.800000000000004,48.4,63.7,69,thousands of dollars
Labor+SS+Retire income,17.0,2014,39.300000000000004,54.0,71.3,69,thousands of dollars
Labor+SS+Retire income,18.0,2014,42.4,61.1,81.3,69,thousands of dollars
Labor+SS+Retire income,19.0,2014,42.9,66.9,96.60000000000001,69,thousands of dollars
Labor+SS+Retire income,20.0,2014,39.4,78.3,138.5,69,thousands of dollars
Labor+SS+Retire income,1.0,2015,6.16,9.84,15.8,70,thousands of dollars
Labor+SS+Retire income,2.0,2015,8.58,11.5,16.8,70,thousands of dollars
Labor+SS+Retire income,3.0,2015,10.8,14.8,21.0,70,thousands of dollars
Labor+SS+Retire income,4.0,2015,12.6,17.900000000000002,24.7,70,thousands of dollars
Labor+SS+Retire income,5.0,2015,14.5,20.5,27.6,70,thousands of dollars
Labor+SS+Retire income,6.0,2015,16.2,22.6,30.400000000000002,70,thousands of dollars
Labor+SS+Retire income,7.0,2015,18.0,24.8,33.3,70,thousands of dollars
Labor+SS+Retire income,8.0,2015,20.2,27.1,36.300000000000004,70,thousands of dollars
Labor+SS+Retire income,9.0,2015,21.8,29.3,39.0,70,thousands of dollars
Labor+SS+Retire income,10.0,2015,23.6,31.5,41.2,70,thousands of dollars
Labor+SS+Retire income,11.0,2015,25.400000000000002,34.0,44.4,70,thousands of dollars
Labor+SS+Retire income,12.0,2015,27.2,36.4,47.7,70,thousands of dollars
Labor+SS+Retire income,13.0,2015,29.6,38.5,50.4,70,thousands of dollars
Labor+SS+Retire income,14.0,2015,31.900000000000002,42.1,54.800000000000004,70,thousands of dollars
Labor+SS+Retire income,15.0,2015,34.0,45.1,59.1,70,thousands of dollars
Labor+SS+Retire income,16.0,2015,37.1,49.6,65.0,70,thousands of dollars
Labor+SS+Retire income,17.0,2015,40.0,55.2,72.5,70,thousands of dollars
Labor+SS+Retire income,18.0,2015,43.7,62.1,82.8,70,thousands of dollars
Labor+SS+Retire income,19.0,2015,45.2,69.3,98.7,70,thousands of dollars
Labor+SS+Retire income,20.0,2015,44.0,82.0,143.4,70,thousands of dollars
Labor+SS+Retire income,1.0,2016,6.13,9.78,15.700000000000001,71,thousands of dollars
Labor+SS+Retire income,2.0,2016,8.42,11.200000000000001,16.7,71,thousands of dollars
Labor+SS+Retire income,3.0,2016,10.700000000000001,14.5,20.6,71,thousands of dollars
Labor+SS+Retire income,4.0,2016,12.200000000000001,17.400000000000002,24.2,71,thousands of dollars
Labor+SS+Retire income,5.0,2016,14.3,20.1,27.3,71,thousands of dollars
Labor+SS+Retire income,6.0,2016,15.9,22.2,30.1,71,thousands of dollars
Labor+SS+Retire income,7.0,2016,17.900000000000002,24.6,32.7,71,thousands of dollars
Labor+SS+Retire income,8.0,2016,19.900000000000002,26.8,35.9,71,thousands of dollars
Labor+SS+Retire income,9.0,2016,21.5,28.900000000000002,38.1,71,thousands of dollars
Labor+SS+Retire income,10.0,2016,23.3,30.900000000000002,40.800000000000004,71,thousands of dollars
Labor+SS+Retire income,11.0,2016,25.3,33.5,44.0,71,thousands of dollars
Labor+SS+Retire income,12.0,2016,27.0,36.0,46.800000000000004,71,thousands of dollars
Labor+SS+Retire income,13.0,2016,29.400000000000002,38.300000000000004,49.7,71,thousands of dollars
Labor+SS+Retire income,14.0,2016,32.1,42.0,55.0,71,thousands of dollars
Labor+SS+Retire income,15.0,2016,33.9,44.9,58.800000000000004,71,thousands of dollars
Labor+SS+Retire income,16.0,2016,37.4,49.800000000000004,64.6,71,thousands of dollars
Labor+SS+Retire income,17.0,2016,40.800000000000004,55.1,72.0,71,thousands of dollars
Labor+SS+Retire income,18.0,2016,44.300000000000004,63.0,83.0,71,thousands of dollars
Labor+SS+Retire income,19.0,2016,46.5,69.60000000000001,99.4,71,thousands of dollars
Labor+SS+Retire income,20.0,2016,48.6,84.10000000000001,142.9,71,thousands of dollars
Labor+SS+Retire income,1.0,2017,5.99,9.67,15.5,72,thousands of dollars
Labor+SS+Retire income,2.0,2017,8.22,11.0,16.2,72,thousands of dollars
Labor+SS+Retire income,3.0,2017,10.3,14.200000000000001,20.0,72,thousands of dollars
Labor+SS+Retire income,4.0,2017,11.8,16.9,23.7,72,thousands of dollars
Labor+SS+Retire income,5.0,2017,13.700000000000001,19.5,26.5,72,thousands of dollars
Labor+SS+Retire income,6.0,2017,15.3,21.5,29.400000000000002,72,thousands of dollars
Labor+SS+Retire income,7.0,2017,17.400000000000002,23.8,32.0,72,thousands of dollars
Labor+SS+Retire income,8.0,2017,19.2,25.900000000000002,35.2,72,thousands of dollars
Labor+SS+Retire income,9.0,2017,20.8,28.0,37.1,72,thousands of dollars
Labor+SS+Retire income,10.0,2017,22.6,30.1,39.800000000000004,72,thousands of dollars
Labor+SS+Retire income,11.0,2017,24.400000000000002,32.8,42.7,72,thousands of dollars
Labor+SS+Retire income,12.0,2017,26.3,34.9,45.7,72,thousands of dollars
Labor+SS+Retire income,13.0,2017,28.900000000000002,37.6,48.9,72,thousands of dollars
Labor+SS+Retire income,14.0,2017,31.1,41.1,53.6,72,thousands of dollars
Labor+SS+Retire income,15.0,2017,33.4,44.0,57.5,72,thousands of dollars
Labor+SS+Retire income,16.0,2017,36.5,48.7,63.5,72,thousands of dollars
Labor+SS+Retire income,17.0,2017,40.0,53.9,70.5,72,thousands of dollars
Labor+SS+Retire income,18.0,2017,43.1,61.9,81.2,72,thousands of dollars
Labor+SS+Retire income,19.0,2017,45.9,68.1,96.2,72,thousands of dollars
Labor+SS+Retire income,20.0,2017,48.2,83.9,139.70000000000002,72,thousands of dollars
Labor income,1.0,2000,2.49,5.5600000000000005,9.69,55,thousands of dollars
Labor income,2.0,2000,5.91,9.92,14.200000000000001,55,thousands of dollars
Labor income,3.0,2000,8.78,13.6,18.1,55,thousands of dollars
Labor income,4.0,2000,11.200000000000001,16.9,21.400000000000002,55,thousands of dollars
Labor income,5.0,2000,14.4,20.3,24.5,55,thousands of dollars
Labor income,6.0,2000,17.7,23.900000000000002,28.3,55,thousands of dollars
Labor income,7.0,2000,20.5,27.1,31.7,55,thousands of dollars
Labor income,8.0,2000,23.5,30.2,34.7,55,thousands of dollars
Labor income,9.0,2000,26.5,33.3,38.0,55,thousands of dollars
Labor income,10.0,2000,29.3,36.5,41.2,55,thousands of dollars
Labor income,11.0,2000,32.4,40.0,44.9,55,thousands of dollars
Labor income,12.0,2000,35.2,43.4,48.6,55,thousands of dollars
Labor income,13.0,2000,39.0,47.4,52.7,55,thousands of dollars
Labor income,14.0,2000,43.2,51.9,57.6,55,thousands of dollars
Labor income,15.0,2000,46.5,56.300000000000004,62.9,55,thousands of dollars
Labor income,16.0,2000,51.7,62.300000000000004,69.3,55,thousands of dollars
Labor income,17.0,2000,57.800000000000004,69.9,78.3,55,thousands of dollars
Labor income,18.0,2000,64.6,80.2,91.5,55,thousands of dollars
Labor income,19.0,2000,76.8,98.8,117.4,55,thousands of dollars
Labor income,20.0,2000,107.7,157.6,243.9,55,thousands of dollars
Labor income,1.0,2001,2.16,4.78,7.98,56,thousands of dollars
Labor income,2.0,2001,5.46,9.09,12.3,56,thousands of dollars
Labor income,3.0,2001,8.25,12.9,16.3,56,thousands of dollars
Labor income,4.0,2001,11.1,16.5,20.0,56,thousands of dollars
Labor income,5.0,2001,14.1,19.900000000000002,23.400000000000002,56,thousands of dollars
Labor income,6.0,2001,16.9,23.5,27.0,56,thousands of dollars
Labor income,7.0,2001,19.5,26.6,30.2,56,thousands of dollars
Labor income,8.0,2001,22.5,29.7,33.3,56,thousands of dollars
Labor income,9.0,2001,25.1,32.9,36.7,56,thousands of dollars
Labor income,10.0,2001,28.3,36.1,39.9,56,thousands of dollars
Labor income,11.0,2001,30.6,39.4,43.6,56,thousands of dollars
Labor income,12.0,2001,33.4,42.800000000000004,47.300000000000004,56,thousands of dollars
Labor income,13.0,2001,37.4,46.9,51.5,56,thousands of dollars
Labor income,14.0,2001,41.0,51.300000000000004,56.2,56,thousands of dollars
Labor income,15.0,2001,43.9,56.1,61.7,56,thousands of dollars
Labor income,16.0,2001,50.300000000000004,62.5,68.7,56,thousands of dollars
Labor income,17.0,2001,55.300000000000004,69.9,77.60000000000001,56,thousands of dollars
Labor income,18.0,2001,63.300000000000004,80.5,90.8,56,thousands of dollars
Labor income,19.0,2001,75.2,98.7,116.10000000000001,56,thousands of dollars
Labor income,20.0,2001,106.0,156.3,238.5,56,thousands of dollars
Labor income,1.0,2002,1.85,4.24,7.26,57,thousands of dollars
Labor income,2.0,2002,4.99,8.51,11.5,57,thousands of dollars
Labor income,3.0,2002,7.92,12.8,15.8,57,thousands of dollars
Labor income,4.0,2002,10.4,16.1,19.6,57,thousands of dollars
Labor income,5.0,2002,13.3,19.6,22.900000000000002,57,thousands of dollars
Labor income,6.0,2002,16.1,23.1,26.5,57,thousands of dollars
Labor income,7.0,2002,18.0,26.0,29.5,57,thousands of dollars
Labor income,8.0,2002,20.6,29.1,32.8,57,thousands of dollars
Labor income,9.0,2002,23.1,32.3,36.1,57,thousands of dollars
Labor income,10.0,2002,25.5,35.5,39.5,57,thousands of dollars
Labor income,11.0,2002,28.400000000000002,38.7,42.9,57,thousands of dollars
Labor income,12.0,2002,31.0,42.2,46.800000000000004,57,thousands of dollars
Labor income,13.0,2002,34.7,46.300000000000004,51.0,57,thousands of dollars
Labor income,14.0,2002,37.9,50.6,55.800000000000004,57,thousands of dollars
Labor income,15.0,2002,40.9,55.1,61.5,57,thousands of dollars
Labor income,16.0,2002,46.7,61.800000000000004,68.4,57,thousands of dollars
Labor income,17.0,2002,51.300000000000004,69.0,77.10000000000001,57,thousands of dollars
Labor income,18.0,2002,58.1,79.5,90.10000000000001,57,thousands of dollars
Labor income,19.0,2002,69.60000000000001,96.7,114.5,57,thousands of dollars
Labor income,20.0,2002,99.8,152.3,224.20000000000002,57,thousands of dollars
Labor income,1.0,2003,2.1,4.46,7.55,58,thousands of dollars
Labor income,2.0,2003,4.62,8.53,11.5,58,thousands of dollars
Labor income,3.0,2003,7.4,12.3,15.5,58,thousands of dollars
Labor income,4.0,2003,9.28,15.700000000000001,19.3,58,thousands of dollars
