label,pc_agi_ventile,TAX_YR,adjusted25,adjusted_median,adjusted75,age,units
Retirement income,4.0,2005,2.14,5.62,11.700000000000001,60,thousands of dollars
Retirement income,5.0,2005,2.4,6.94,13.5,60,thousands of dollars
Retirement income,6.0,2005,2.79,8.02,15.6,60,thousands of dollars
Retirement income,7.0,2005,3.36,9.05,16.3,60,thousands of dollars
Retirement income,8.0,2005,3.69,10.4,18.8,60,thousands of dollars
Retirement income,9.0,2005,4.19,11.4,20.1,60,thousands of dollars
Retirement income,10.0,2005,4.92,12.6,22.1,60,thousands of dollars
Retirement income,11.0,2005,5.33,13.8,24.2,60,thousands of dollars
Retirement income,12.0,2005,6.03,15.1,27.0,60,thousands of dollars
Retirement income,13.0,2005,6.93,16.8,28.5,60,thousands of dollars
Retirement income,14.0,2005,7.68,18.2,31.400000000000002,60,thousands of dollars
Retirement income,15.0,2005,8.97,20.6,35.1,60,thousands of dollars
Retirement income,16.0,2005,9.34,22.3,37.9,60,thousands of dollars
Retirement income,17.0,2005,10.3,24.400000000000002,41.300000000000004,60,thousands of dollars
Retirement income,18.0,2005,11.5,26.5,45.7,60,thousands of dollars
Retirement income,19.0,2005,10.0,27.3,50.300000000000004,60,thousands of dollars
Retirement income,20.0,2005,7.62,25.8,54.300000000000004,60,thousands of dollars
Retirement income,1.0,2006,1.62,3.88,9.22,61,thousands of dollars
Retirement income,2.0,2006,1.33,3.65,9.05,61,thousands of dollars
Retirement income,3.0,2006,1.6,4.23,10.5,61,thousands of dollars
Retirement income,4.0,2006,2.16,5.71,11.8,61,thousands of dollars
Retirement income,5.0,2006,2.69,7.140000000000001,13.6,61,thousands of dollars
Retirement income,6.0,2006,3.06,7.91,15.4,61,thousands of dollars
Retirement income,7.0,2006,3.36,9.06,15.8,61,thousands of dollars
Retirement income,8.0,2006,4.0200000000000005,10.5,19.0,61,thousands of dollars
Retirement income,9.0,2006,4.59,11.3,20.0,61,thousands of dollars
Retirement income,10.0,2006,5.26,12.9,22.5,61,thousands of dollars
Retirement income,11.0,2006,6.0,14.4,24.5,61,thousands of dollars
Retirement income,12.0,2006,6.43,15.6,27.6,61,thousands of dollars
Retirement income,13.0,2006,7.26,17.5,29.3,61,thousands of dollars
Retirement income,14.0,2006,8.45,18.6,31.5,61,thousands of dollars
Retirement income,15.0,2006,9.59,21.400000000000002,36.2,61,thousands of dollars
Retirement income,16.0,2006,10.200000000000001,22.7,38.2,61,thousands of dollars
Retirement income,17.0,2006,11.1,25.2,43.2,61,thousands of dollars
Retirement income,18.0,2006,12.200000000000001,28.2,47.4,61,thousands of dollars
Retirement income,19.0,2006,11.6,29.6,52.9,61,thousands of dollars
Retirement income,20.0,2006,8.81,27.6,58.300000000000004,61,thousands of dollars
Retirement income,1.0,2007,1.48,3.5500000000000003,8.94,62,thousands of dollars
Retirement income,2.0,2007,1.45,4.09,9.620000000000001,62,thousands of dollars
Retirement income,3.0,2007,1.68,4.3500000000000005,10.6,62,thousands of dollars
Retirement income,4.0,2007,2.19,5.5200000000000005,11.6,62,thousands of dollars
Retirement income,5.0,2007,2.62,7.09,13.3,62,thousands of dollars
Retirement income,6.0,2007,2.73,7.55,14.5,62,thousands of dollars
Retirement income,7.0,2007,3.24,8.68,15.8,62,thousands of dollars
Retirement income,8.0,2007,4.05,9.99,18.2,62,thousands of dollars
Retirement income,9.0,2007,4.2,11.1,19.3,62,thousands of dollars
Retirement income,10.0,2007,5.12,12.4,21.7,62,thousands of dollars
Retirement income,11.0,2007,5.96,14.0,23.6,62,thousands of dollars
Retirement income,12.0,2007,6.46,15.4,26.900000000000002,62,thousands of dollars
Retirement income,13.0,2007,7.43,17.1,28.400000000000002,62,thousands of dollars
Retirement income,14.0,2007,8.38,18.6,30.7,62,thousands of dollars
Retirement income,15.0,2007,9.82,21.5,35.800000000000004,62,thousands of dollars
Retirement income,16.0,2007,10.3,23.1,38.7,62,thousands of dollars
Retirement income,17.0,2007,11.9,25.8,43.0,62,thousands of dollars
Retirement income,18.0,2007,13.200000000000001,28.8,48.800000000000004,62,thousands of dollars
Retirement income,19.0,2007,11.700000000000001,30.0,52.800000000000004,62,thousands of dollars
Retirement income,20.0,2007,8.69,26.8,57.2,62,thousands of dollars
Retirement income,1.0,2008,1.27,3.46,8.39,63,thousands of dollars
Retirement income,2.0,2008,1.22,3.35,7.930000000000001,63,thousands of dollars
Retirement income,3.0,2008,1.45,3.77,9.17,63,thousands of dollars
Retirement income,4.0,2008,1.85,4.91,9.94,63,thousands of dollars
Retirement income,5.0,2008,2.54,6.51,12.0,63,thousands of dollars
Retirement income,6.0,2008,2.7600000000000002,7.0,13.0,63,thousands of dollars
Retirement income,7.0,2008,3.2600000000000002,8.21,14.700000000000001,63,thousands of dollars
Retirement income,8.0,2008,3.93,9.56,17.400000000000002,63,thousands of dollars
Retirement income,9.0,2008,4.36,10.700000000000001,18.3,63,thousands of dollars
Retirement income,10.0,2008,5.24,11.9,20.3,63,thousands of dollars
Retirement income,11.0,2008,5.93,13.4,22.3,63,thousands of dollars
Retirement income,12.0,2008,6.59,14.5,25.1,63,thousands of dollars
Retirement income,13.0,2008,7.390000000000001,15.9,26.900000000000002,63,thousands of dollars
Retirement income,14.0,2008,8.58,18.0,30.0,63,thousands of dollars
Retirement income,15.0,2008,9.950000000000001,21.1,34.0,63,thousands of dollars
Retirement income,16.0,2008,10.700000000000001,22.900000000000002,37.300000000000004,63,thousands of dollars
Retirement income,17.0,2008,11.700000000000001,25.6,41.6,63,thousands of dollars
Retirement income,18.0,2008,12.9,28.0,47.2,63,thousands of dollars
Retirement income,19.0,2008,12.700000000000001,30.0,53.2,63,thousands of dollars
Retirement income,20.0,2008,8.92,26.8,56.300000000000004,63,thousands of dollars
Retirement income,1.0,2009,1.31,3.64,8.53,64,thousands of dollars
Retirement income,2.0,2009,1.2,3.3000000000000003,7.99,64,thousands of dollars
Retirement income,3.0,2009,1.43,3.6,8.24,64,thousands of dollars
Retirement income,4.0,2009,1.93,4.84,9.84,64,thousands of dollars
Retirement income,5.0,2009,2.3000000000000003,6.0,11.200000000000001,64,thousands of dollars
Retirement income,6.0,2009,2.63,6.82,12.3,64,thousands of dollars
Retirement income,7.0,2009,3.36,8.07,14.700000000000001,64,thousands of dollars
Retirement income,8.0,2009,3.94,9.21,16.5,64,thousands of dollars
Retirement income,9.0,2009,4.19,10.1,18.1,64,thousands of dollars
Retirement income,10.0,2009,5.17,11.5,19.900000000000002,64,thousands of dollars
Retirement income,11.0,2009,5.86,12.9,21.6,64,thousands of dollars
Retirement income,12.0,2009,6.640000000000001,14.3,24.6,64,thousands of dollars
Retirement income,13.0,2009,7.79,16.2,26.7,64,thousands of dollars
Retirement income,14.0,2009,8.72,18.1,30.0,64,thousands of dollars
Retirement income,15.0,2009,10.5,20.900000000000002,34.1,64,thousands of dollars
Retirement income,16.0,2009,11.1,22.3,36.800000000000004,64,thousands of dollars
Retirement income,17.0,2009,12.200000000000001,25.900000000000002,42.300000000000004,64,thousands of dollars
Retirement income,18.0,2009,13.0,27.900000000000002,47.6,64,thousands of dollars
Retirement income,19.0,2009,12.3,29.2,53.1,64,thousands of dollars
Retirement income,20.0,2009,9.77,27.3,55.4,64,thousands of dollars
Retirement income,1.0,2010,1.21,3.2600000000000002,7.58,65,thousands of dollars
Retirement income,2.0,2010,1.1500000000000001,3.0700000000000003,7.6000000000000005,65,thousands of dollars
Retirement income,3.0,2010,1.34,3.42,8.28,65,thousands of dollars
Retirement income,4.0,2010,1.83,4.64,9.55,65,thousands of dollars
Retirement income,5.0,2010,2.2800000000000002,5.91,11.0,65,thousands of dollars
Retirement income,6.0,2010,2.67,6.84,12.8,65,thousands of dollars
Retirement income,7.0,2010,3.1,7.7700000000000005,14.4,65,thousands of dollars
Retirement income,8.0,2010,3.81,8.99,16.1,65,thousands of dollars
Retirement income,9.0,2010,4.29,10.1,17.7,65,thousands of dollars
Retirement income,10.0,2010,4.89,11.5,20.0,65,thousands of dollars
Retirement income,11.0,2010,6.05,13.200000000000001,21.6,65,thousands of dollars
Retirement income,12.0,2010,6.59,14.4,24.8,65,thousands of dollars
Retirement income,13.0,2010,7.63,16.1,26.7,65,thousands of dollars
Retirement income,14.0,2010,8.6,18.1,30.0,65,thousands of dollars
Retirement income,15.0,2010,10.200000000000001,20.8,34.300000000000004,65,thousands of dollars
Retirement income,16.0,2010,10.6,22.900000000000002,37.800000000000004,65,thousands of dollars
Retirement income,17.0,2010,11.9,26.0,42.9,65,thousands of dollars
Retirement income,18.0,2010,12.9,28.900000000000002,48.800000000000004,65,thousands of dollars
Retirement income,19.0,2010,12.200000000000001,29.400000000000002,53.5,65,thousands of dollars
Retirement income,20.0,2010,9.07,27.5,58.300000000000004,65,thousands of dollars
Retirement income,1.0,2011,1.35,3.47,8.1,66,thousands of dollars
Retirement income,2.0,2011,1.16,3.2800000000000002,7.86,66,thousands of dollars
Retirement income,3.0,2011,1.32,3.46,8.03,66,thousands of dollars
Retirement income,4.0,2011,1.9000000000000001,4.58,9.84,66,thousands of dollars
Retirement income,5.0,2011,2.41,5.99,11.200000000000001,66,thousands of dollars
Retirement income,6.0,2011,2.68,6.78,12.6,66,thousands of dollars
Retirement income,7.0,2011,3.2800000000000002,7.58,14.0,66,thousands of dollars
Retirement income,8.0,2011,3.94,8.84,15.700000000000001,66,thousands of dollars
Retirement income,9.0,2011,4.41,10.0,17.400000000000002,66,thousands of dollars
Retirement income,10.0,2011,5.07,11.3,19.3,66,thousands of dollars
Retirement income,11.0,2011,5.87,13.0,21.5,66,thousands of dollars
Retirement income,12.0,2011,6.76,14.1,24.1,66,thousands of dollars
Retirement income,13.0,2011,7.82,16.0,26.5,66,thousands of dollars
Retirement income,14.0,2011,8.790000000000001,17.8,29.5,66,thousands of dollars
Retirement income,15.0,2011,10.9,21.1,33.4,66,thousands of dollars
Retirement income,16.0,2011,11.4,22.8,36.5,66,thousands of dollars
Retirement income,17.0,2011,12.4,26.2,42.4,66,thousands of dollars
Retirement income,18.0,2011,13.700000000000001,29.2,47.9,66,thousands of dollars
Retirement income,19.0,2011,12.700000000000001,29.400000000000002,53.0,66,thousands of dollars
Retirement income,20.0,2011,9.43,27.6,56.6,66,thousands of dollars
Retirement income,1.0,2012,1.3900000000000001,3.5,8.620000000000001,67,thousands of dollars
Retirement income,2.0,2012,1.23,3.35,7.61,67,thousands of dollars
Retirement income,3.0,2012,1.3800000000000001,3.38,8.28,67,thousands of dollars
Retirement income,4.0,2012,1.86,4.5600000000000005,9.14,67,thousands of dollars
Retirement income,5.0,2012,2.45,5.8,10.700000000000001,67,thousands of dollars
Retirement income,6.0,2012,2.7600000000000002,6.63,12.3,67,thousands of dollars
Retirement income,7.0,2012,3.2800000000000002,7.72,14.200000000000001,67,thousands of dollars
Retirement income,8.0,2012,4.01,8.9,15.6,67,thousands of dollars
Retirement income,9.0,2012,4.34,10.0,17.400000000000002,67,thousands of dollars
Retirement income,10.0,2012,4.99,11.1,19.1,67,thousands of dollars
Retirement income,11.0,2012,6.23,12.8,20.900000000000002,67,thousands of dollars
Retirement income,12.0,2012,6.890000000000001,14.1,23.8,67,thousands of dollars
Retirement income,13.0,2012,8.01,16.0,26.400000000000002,67,thousands of dollars
Retirement income,14.0,2012,9.13,18.1,29.6,67,thousands of dollars
Retirement income,15.0,2012,11.1,21.2,33.8,67,thousands of dollars
Retirement income,16.0,2012,11.8,23.3,36.800000000000004,67,thousands of dollars
Retirement income,17.0,2012,13.0,26.2,42.300000000000004,67,thousands of dollars
Retirement income,18.0,2012,13.8,29.3,48.0,67,thousands of dollars
Retirement income,19.0,2012,13.4,30.400000000000002,53.5,67,thousands of dollars
Retirement income,20.0,2012,10.6,29.0,58.0,67,thousands of dollars
Retirement income,1.0,2013,1.26,3.19,8.4,68,thousands of dollars
Retirement income,2.0,2013,1.1300000000000001,2.91,7.26,68,thousands of dollars
Retirement income,3.0,2013,1.35,3.41,8.040000000000001,68,thousands of dollars
Retirement income,4.0,2013,1.8900000000000001,4.53,9.24,68,thousands of dollars
Retirement income,5.0,2013,2.47,5.72,10.700000000000001,68,thousands of dollars
Retirement income,6.0,2013,2.7600000000000002,6.65,12.200000000000001,68,thousands of dollars
Retirement income,7.0,2013,3.24,7.45,13.700000000000001,68,thousands of dollars
Retirement income,8.0,2013,4.0200000000000005,8.790000000000001,15.5,68,thousands of dollars
Retirement income,9.0,2013,4.47,10.0,17.0,68,thousands of dollars
Retirement income,10.0,2013,5.11,11.1,19.0,68,thousands of dollars
Retirement income,11.0,2013,6.2700000000000005,12.700000000000001,21.0,68,thousands of dollars
Retirement income,12.0,2013,7.13,14.3,23.7,68,thousands of dollars
Retirement income,13.0,2013,7.92,15.9,25.900000000000002,68,thousands of dollars
Retirement income,14.0,2013,9.25,18.0,29.400000000000002,68,thousands of dollars
Retirement income,15.0,2013,11.200000000000001,20.7,32.7,68,thousands of dollars
Retirement income,16.0,2013,12.1,23.6,37.0,68,thousands of dollars
Retirement income,17.0,2013,13.6,26.6,42.0,68,thousands of dollars
Retirement income,18.0,2013,14.6,29.8,48.6,68,thousands of dollars
Retirement income,19.0,2013,14.0,30.7,54.9,68,thousands of dollars
Retirement income,20.0,2013,10.3,27.900000000000002,55.7,68,thousands of dollars
Retirement income,1.0,2014,1.3,3.19,7.82,69,thousands of dollars
Retirement income,2.0,2014,1.12,2.98,7.2,69,thousands of dollars
Retirement income,3.0,2014,1.32,3.36,8.1,69,thousands of dollars
Retirement income,4.0,2014,1.9100000000000001,4.62,9.370000000000001,69,thousands of dollars
Retirement income,5.0,2014,2.44,5.8,10.700000000000001,69,thousands of dollars
Retirement income,6.0,2014,2.8000000000000003,6.61,12.4,69,thousands of dollars
Retirement income,7.0,2014,3.15,7.3500000000000005,13.6,69,thousands of dollars
Retirement income,8.0,2014,4.13,8.81,15.700000000000001,69,thousands of dollars
Retirement income,9.0,2014,4.49,10.1,17.3,69,thousands of dollars
Retirement income,10.0,2014,5.28,11.1,19.2,69,thousands of dollars
Retirement income,11.0,2014,6.36,13.0,21.0,69,thousands of dollars
Retirement income,12.0,2014,7.43,14.6,24.0,69,thousands of dollars
Retirement income,13.0,2014,8.23,16.1,26.1,69,thousands of dollars
Retirement income,14.0,2014,9.74,18.400000000000002,29.7,69,thousands of dollars
Retirement income,15.0,2014,11.0,20.8,33.0,69,thousands of dollars
Retirement income,16.0,2014,12.4,23.6,37.1,69,thousands of dollars
Retirement income,17.0,2014,14.0,27.3,43.1,69,thousands of dollars
Retirement income,18.0,2014,15.1,30.400000000000002,49.1,69,thousands of dollars
Retirement income,19.0,2014,14.4,31.3,55.7,69,thousands of dollars
Retirement income,20.0,2014,11.200000000000001,29.900000000000002,57.2,69,thousands of dollars
Retirement income,1.0,2015,1.19,3.08,7.8,70,thousands of dollars
Retirement income,2.0,2015,1.16,3.0100000000000002,7.23,70,thousands of dollars
Retirement income,3.0,2015,1.28,3.44,8.09,70,thousands of dollars
Retirement income,4.0,2015,1.81,4.47,9.64,70,thousands of dollars
Retirement income,5.0,2015,2.34,5.79,11.0,70,thousands of dollars
Retirement income,6.0,2015,2.77,6.54,12.6,70,thousands of dollars
Retirement income,7.0,2015,3.27,7.41,13.8,70,thousands of dollars
Retirement income,8.0,2015,4.08,8.870000000000001,16.0,70,thousands of dollars
Retirement income,9.0,2015,4.5,10.3,17.900000000000002,70,thousands of dollars
Retirement income,10.0,2015,5.28,11.5,19.900000000000002,70,thousands of dollars
Retirement income,11.0,2015,6.49,13.200000000000001,21.400000000000002,70,thousands of dollars
Retirement income,12.0,2015,7.3100000000000005,14.6,24.7,70,thousands of dollars
Retirement income,13.0,2015,8.4,16.5,26.8,70,thousands of dollars
Retirement income,14.0,2015,9.76,18.400000000000002,30.1,70,thousands of dollars
Retirement income,15.0,2015,11.5,21.7,34.2,70,thousands of dollars
Retirement income,16.0,2015,13.200000000000001,24.7,38.9,70,thousands of dollars
Retirement income,17.0,2015,14.700000000000001,28.400000000000002,44.4,70,thousands of dollars
Retirement income,18.0,2015,15.6,31.6,50.800000000000004,70,thousands of dollars
Retirement income,19.0,2015,15.5,33.0,58.5,70,thousands of dollars
Retirement income,20.0,2015,13.200000000000001,33.0,62.1,70,thousands of dollars
Retirement income,1.0,2016,1.1400000000000001,3.0300000000000002,7.79,71,thousands of dollars
Retirement income,2.0,2016,1.12,2.9,7.21,71,thousands of dollars
Retirement income,3.0,2016,1.29,3.44,7.97,71,thousands of dollars
Retirement income,4.0,2016,1.73,4.37,9.21,71,thousands of dollars
Retirement income,5.0,2016,2.3000000000000003,5.55,10.9,71,thousands of dollars
Retirement income,6.0,2016,2.66,6.43,12.5,71,thousands of dollars
Retirement income,7.0,2016,3.23,7.55,14.0,71,thousands of dollars
Retirement income,8.0,2016,4.0200000000000005,8.81,16.1,71,thousands of dollars
Retirement income,9.0,2016,4.43,10.1,17.7,71,thousands of dollars
Retirement income,10.0,2016,5.3500000000000005,11.6,20.3,71,thousands of dollars
Retirement income,11.0,2016,6.44,13.1,21.6,71,thousands of dollars
Retirement income,12.0,2016,7.42,14.700000000000001,24.8,71,thousands of dollars
Retirement income,13.0,2016,8.49,16.6,27.0,71,thousands of dollars
Retirement income,14.0,2016,10.0,18.8,30.6,71,thousands of dollars
Retirement income,15.0,2016,11.4,22.0,34.800000000000004,71,thousands of dollars
Retirement income,16.0,2016,13.0,25.1,39.2,71,thousands of dollars
Retirement income,17.0,2016,15.0,29.1,45.2,71,thousands of dollars
Retirement income,18.0,2016,16.4,32.8,52.7,71,thousands of dollars
Retirement income,19.0,2016,17.0,34.7,59.4,71,thousands of dollars
Retirement income,20.0,2016,16.0,37.300000000000004,67.1,71,thousands of dollars
Retirement income,1.0,2017,1.22,3.21,7.94,72,thousands of dollars
Retirement income,2.0,2017,1.1,2.86,7.01,72,thousands of dollars
Retirement income,3.0,2017,1.27,3.34,8.01,72,thousands of dollars
Retirement income,4.0,2017,1.6600000000000001,4.3100000000000005,9.34,72,thousands of dollars
Retirement income,5.0,2017,2.2600000000000002,5.58,10.8,72,thousands of dollars
Retirement income,6.0,2017,2.74,6.48,12.4,72,thousands of dollars
Retirement income,7.0,2017,3.2600000000000002,7.45,13.8,72,thousands of dollars
Retirement income,8.0,2017,4.09,8.83,16.1,72,thousands of dollars
Retirement income,9.0,2017,4.5,10.200000000000001,17.7,72,thousands of dollars
Retirement income,10.0,2017,5.44,11.4,20.1,72,thousands of dollars
Retirement income,11.0,2017,6.47,13.1,21.6,72,thousands of dollars
Retirement income,12.0,2017,7.3100000000000005,14.700000000000001,24.7,72,thousands of dollars
Retirement income,13.0,2017,8.66,16.6,27.3,72,thousands of dollars
Retirement income,14.0,2017,10.1,18.900000000000002,30.8,72,thousands of dollars
Retirement income,15.0,2017,12.0,22.1,35.0,72,thousands of dollars
Retirement income,16.0,2017,13.5,25.2,39.7,72,thousands of dollars
Retirement income,17.0,2017,15.200000000000001,29.2,45.4,72,thousands of dollars
Retirement income,18.0,2017,17.400000000000002,33.8,53.0,72,thousands of dollars
Retirement income,19.0,2017,17.5,35.9,60.300000000000004,72,thousands of dollars
Retirement income,20.0,2017,17.400000000000002,39.300000000000004,70.7,72,thousands of dollars
